time,NEGATIVE,POSITIVE,pct,nltk_polarity
2022-04-04 02:00:00+00:00,115,40,0.25806451612903225,-0.40414
2022-04-04 03:00:00+00:00,124,66,0.3473684210526316,-0.551041116751269
2022-04-04 04:00:00+00:00,93,66,0.41509433962264153,-0.5829796296296297
2022-04-04 05:00:00+00:00,87,48,0.35555555555555557,-0.5716824817518248
2022-04-04 06:00:00+00:00,126,74,0.37,-0.5557615
2022-04-04 07:00:00+00:00,126,67,0.3471502590673575,-0.49134507772020725
2022-04-04 08:00:00+00:00,89,44,0.3308270676691729,-0.46126370370370373
2022-04-04 09:00:00+00:00,113,57,0.3352941176470588,-0.4630135294117647
2022-04-04 10:00:00+00:00,112,85,0.43147208121827413,-0.472251
2022-04-04 11:00:00+00:00,99,61,0.38125,-0.3165583850931677
2022-04-04 12:00:00+00:00,75,62,0.45255474452554745,-0.33089202898550724
2022-04-04 13:00:00+00:00,111,87,0.4393939393939394,-0.3586195
2022-04-04 14:00:00+00:00,103,93,0.4744897959183674,-0.372873
2022-04-04 15:00:00+00:00,63,54,0.46153846153846156,-0.30395169491525426
2022-04-04 16:00:00+00:00,100,80,0.4444444444444444,-0.31394065934065934
2022-04-04 17:00:00+00:00,107,92,0.4623115577889447,-0.3765427135678392
2022-04-04 18:00:00+00:00,91,103,0.5309278350515464,-0.3366717948717948
2022-04-04 19:00:00+00:00,84,62,0.4246575342465753,-0.35956438356164383
2022-04-04 20:00:00+00:00,89,64,0.41830065359477125,-0.39831558441558446
2022-04-04 21:00:00+00:00,159,39,0.19696969696969696,-0.3776688442211056
2022-04-04 22:00:00+00:00,134,46,0.25555555555555554,-0.3482114754098361
2022-04-04 23:00:00+00:00,132,28,0.175,-0.3804366459627329
2022-04-05 00:00:00+00:00,134,29,0.17791411042944785,-0.30407636363636364
2022-04-05 01:00:00+00:00,140,51,0.2670157068062827,-0.29077486910994765
2022-04-05 02:00:00+00:00,105,52,0.33121019108280253,-0.3857331210191083
2022-04-05 03:00:00+00:00,109,33,0.2323943661971831,-0.3042034722222222
2022-04-05 04:00:00+00:00,120,76,0.3877551020408163,-0.3565265306122449
2022-04-05 05:00:00+00:00,127,71,0.35858585858585856,-0.354020202020202
2022-04-05 06:00:00+00:00,90,60,0.4,-0.3763940789473684
2022-04-05 07:00:00+00:00,101,44,0.30344827586206896,-0.376671724137931
2022-04-05 08:00:00+00:00,80,111,0.581151832460733,-0.16038049999999998
2022-04-05 09:00:00+00:00,80,102,0.5604395604395604,-0.26255956284153004
2022-04-05 10:00:00+00:00,49,65,0.5701754385964912,-0.16796434782608696
2022-04-05 11:00:00+00:00,99,96,0.49230769230769234,-0.29438838383838384
2022-04-05 12:00:00+00:00,116,80,0.40816326530612246,-0.25086464646464646
2022-04-05 13:00:00+00:00,111,51,0.3148148148148148,-0.21632098765432098
2022-04-05 14:00:00+00:00,91,67,0.4240506329113924,-0.1947518987341772
2022-04-05 15:00:00+00:00,122,56,0.3146067415730337,-0.2988709497206704
2022-04-05 16:00:00+00:00,123,74,0.3756345177664975,-0.31611725888324876
2022-04-05 17:00:00+00:00,123,33,0.21153846153846154,-0.30359038461538457
2022-04-05 18:00:00+00:00,119,35,0.22727272727272727,-0.35416753246753246
2022-04-05 19:00:00+00:00,147,40,0.21390374331550802,-0.3193719576719577
2022-04-05 20:00:00+00:00,147,42,0.2222222222222222,-0.2590063157894737
2022-04-05 21:00:00+00:00,120,47,0.281437125748503,-0.2835988165680473
2022-04-05 22:00:00+00:00,132,43,0.24571428571428572,-0.2697761363636364
2022-04-05 23:00:00+00:00,126,43,0.25443786982248523,-0.3279
2022-04-06 00:00:00+00:00,128,29,0.18471337579617833,-0.3008158227848101
2022-04-06 01:00:00+00:00,112,29,0.20567375886524822,-0.30154680851063825
2022-04-06 02:00:00+00:00,115,44,0.27672955974842767,-0.19827106918238993
2022-04-06 03:00:00+00:00,89,75,0.4573170731707317,-0.2751030487804878
2022-04-06 04:00:00+00:00,108,58,0.3493975903614458,-0.32825421686746986
2022-04-06 05:00:00+00:00,99,35,0.26119402985074625,-0.3254686567164179
2022-04-06 06:00:00+00:00,111,41,0.26973684210526316,-0.2911065359477124
2022-04-06 07:00:00+00:00,135,52,0.27807486631016043,-0.3598636363636364
2022-04-06 08:00:00+00:00,115,46,0.2857142857142857,-0.3670925925925926
2022-04-06 09:00:00+00:00,113,45,0.2848101265822785,-0.3233962025316455
2022-04-06 10:00:00+00:00,125,68,0.35233160621761656,-0.3566494897959184
2022-04-06 11:00:00+00:00,113,58,0.3391812865497076,-0.3306412790697674
2022-04-06 12:00:00+00:00,104,48,0.3157894736842105,-0.3584058823529412
2022-04-06 13:00:00+00:00,102,57,0.3584905660377358,-0.300198125
2022-04-06 14:00:00+00:00,142,53,0.2717948717948718,-0.33045177664974623
2022-04-06 15:00:00+00:00,110,38,0.25675675675675674,-0.362854054054054
2022-04-06 16:00:00+00:00,120,60,0.3333333333333333,-0.3337303867403315
2022-04-06 17:00:00+00:00,113,54,0.32335329341317365,-0.23339101796407186
2022-04-06 18:00:00+00:00,147,47,0.2422680412371134,-0.38148
2022-04-06 19:00:00+00:00,119,28,0.19047619047619047,-0.3428909090909091
2022-04-06 20:00:00+00:00,112,32,0.2222222222222222,-0.2585582191780822
2022-04-06 21:00:00+00:00,144,67,0.3175355450236967,-0.2832872037914692
2022-04-06 22:00:00+00:00,126,53,0.29608938547486036,-0.2670877094972067
2022-04-06 23:00:00+00:00,136,41,0.23163841807909605,-0.32137415730337077
