Symbol: AMC,,,,,,Study: VOL,
Date Time,Open,High,Low,Close,Change,Volume,Open Interest
4/04/2022 9:00,23.48,23.75,22.67,22.9201,-0.3699,6382922,
4/04/2022 10:00,22.93,23.03,21.94,22.61,-0.3101,11089881,
4/04/2022 11:00,22.6,23.605,22.45,23.265,0.655,9699349,
4/04/2022 12:00,23.265,23.42,22.88,23.0656,-0.1994,4721521,
4/04/2022 13:00,23.06,23.4099,22.81,22.8736,-0.192,4067892,
4/04/2022 14:00,22.87,22.93,22.57,22.815,-0.0586,3573494,
4/04/2022 15:00,22.81,23.5485,22.81,23.29,0.475,7225958,
5/04/2022 9:00,23.18,23.96,22.73,22.8832,-0.4068,6622700,
5/04/2022 10:00,22.8781,23.0883,22.115,22.1313,-0.7519,7149341,
5/04/2022 11:00,22.1379,22.28,21.47,21.5705,-0.5608,6185097,
5/04/2022 12:00,21.57,21.71,21.31,21.6592,0.0887,4224076,
5/04/2022 13:00,21.659,21.85,21.11,21.3488,-0.3104,4083363,
5/04/2022 14:00,21.34,21.6842,21.1,21.385,0.0362,3845618,
5/04/2022 15:00,21.39,21.48,21,21.21,-0.175,5352272,
6/04/2022 9:00,20.65,21.4912,20.35,20.935,-0.275,8236803,
6/04/2022 10:00,20.9392,21.9188,20.855,20.89,-0.045,12550587,
6/04/2022 11:00,20.8801,20.98,20.22,20.275,-0.615,6200344,
6/04/2022 12:00,20.27,20.3,20.02,20.1458,-0.1292,4902564,
6/04/2022 13:00,20.14,20.65,20.04,20.355,0.2092,4561120,
6/04/2022 14:00,20.3654,20.7,20.0103,20.675,0.32,5374109,
6/04/2022 15:00,20.68,20.99,20.2319,20.39,-0.285,5038146,
7/04/2022 9:00,20.63,20.94,19.46,19.7201,-0.6699,7998381,
7/04/2022 10:00,19.729,19.99,18.87,18.97,-0.7501,10836276,
7/04/2022 11:00,18.965,19.39,18.625,19.3396,0.3696,7489935,
7/04/2022 12:00,19.33,19.63,18.95,19.031,-0.3086,5573207,
7/04/2022 13:00,19.03,19.65,18.99,19.605,0.574,5657272,
7/04/2022 14:00,19.6006,19.85,19.36,19.7485,0.1435,4918596,
7/04/2022 15:00,19.73,19.91,19.58,19.73,-0.0185,5664187,
8/04/2022 9:00,19.7,19.7,18.43,18.47,-1.26,6569929,
8/04/2022 10:00,18.46,19.32,18.4,19.0909,0.6209,9848227,
8/04/2022 11:00,19.09,19.34,18.78,18.89,-0.2009,5165100,
8/04/2022 12:00,18.885,19.14,18.72,18.7912,-0.0988,3999722,
8/04/2022 13:00,18.79,18.8,18.49,18.54,-0.2512,3074250,
8/04/2022 14:00,18.53,18.7395,18.4,18.55,0.01,3674667,
8/04/2022 15:00,18.555,18.63,18.13,18.2385,-0.3115,5443232,
Downloaded from Barchart.com as of 04-09-2022 07:39pm CDT,,,,,,,
