Symbol: ^ETHUSD,,,,,,Study: VOL,
Date Time,Open,High,Low,Close,Change,Volume,Open Interest
4/04/2022 0:00,3496.455,3507.619,3491.772,3505.479,8.992,1623,
4/04/2022 1:00,3505.479,3509.751,3499.769,3503.269,-2.21,1493,
4/04/2022 2:00,3503.269,3510.199,3492.282,3504.287,1.018,1524,
4/04/2022 3:00,3504.287,3504.819,3486.116,3493.512,-10.775,1529,
4/04/2022 4:00,3493.512,3494.85,3466.234,3468.889,-24.623,1495,
4/04/2022 5:00,3468.889,3481.606,3451.949,3456.828,-12.061,1461,
4/04/2022 6:00,3456.796,3480.633,3453.011,3479.71,22.882,1451,
4/04/2022 7:00,3479.71,3492.835,3460.085,3466.255,-13.455,1391,
4/04/2022 8:00,3466.255,3486.07,3451.991,3482.317,16.062,1322,
4/04/2022 9:00,3482.317,3486.713,3445.585,3446.157,-36.16,1317,
4/04/2022 10:00,3446.108,3451.401,3422.809,3424.488,-21.669,1382,
4/04/2022 11:00,3424.526,3454.362,3417.681,3452.036,27.548,1457,
4/04/2022 12:00,3452.036,3460.047,3423.033,3438.129,-13.907,1421,
4/04/2022 13:00,3438.109,3464.03,3415.412,3462.056,23.927,1419,
4/04/2022 14:00,3462.056,3497.334,3462.056,3493.059,31.003,1476,
4/04/2022 15:00,3493.059,3517.85,3476.207,3509.663,16.604,1440,
4/04/2022 16:00,3509.736,3519.466,3501.163,3509.989,0.326,1478,
4/04/2022 17:00,3509.965,3545.849,3500.387,3531.553,21.564,1446,
4/04/2022 18:00,3531.553,3539.957,3517.342,3521.313,-10.24,1561,
4/04/2022 19:00,3521.313,3522.515,3501.957,3507.749,-13.564,1485,
4/04/2022 20:00,3507.752,3522.715,3504.806,3519.997,12.248,1514,
4/04/2022 21:00,3520.157,3526.63,3511.037,3516.479,-3.518,1513,
4/04/2022 22:00,3516.512,3535.689,3516.499,3524.325,7.846,1538,
4/04/2022 23:00,3524.335,3534.392,3517.489,3525.218,0.893,1545,
5/04/2022 0:00,3525.114,3527.797,3519.056,3521.558,-3.66,1647,
5/04/2022 1:00,3521.52,3523.205,3510.816,3518.592,-2.966,1561,
5/04/2022 2:00,3518.595,3535.723,3515.689,3526.804,8.212,1543,
5/04/2022 3:00,3526.73,3528.174,3514.757,3524.207,-2.597,1498,
5/04/2022 4:00,3524.309,3527.454,3509.243,3509.713,-14.494,1500,
5/04/2022 5:00,3509.732,3520.339,3504.795,3517.188,7.475,1462,
5/04/2022 6:00,3517.188,3524.764,3510.832,3523.344,6.156,1393,
5/04/2022 7:00,3523.344,3553.021,3509.871,3509.871,-13.473,1366,
5/04/2022 8:00,3509.729,3515.137,3471.364,3476.723,-33.148,1366,
5/04/2022 9:00,3476.375,3482.929,3441.657,3452.108,-24.615,1340,
5/04/2022 10:00,3452.322,3466.295,3446.725,3454.09,1.982,1470,
5/04/2022 11:00,3454.09,3476.024,3438.144,3462.6,8.51,1433,
5/04/2022 12:00,3462.514,3476.933,3451.073,3451.646,-10.954,1440,
5/04/2022 13:00,3451.7,3456.304,3443.642,3444.773,-6.873,1558,
5/04/2022 14:00,3444.773,3466.427,3421.153,3465.475,20.702,1506,
5/04/2022 15:00,3465.64,3470.901,3418.669,3437.225,-28.25,1566,
5/04/2022 16:00,3437.227,3453.708,3426.674,3453.294,16.069,1616,
5/04/2022 17:00,3453.246,3461.763,3437.13,3443.585,-9.709,1631,
5/04/2022 18:00,3443.558,3448.974,3400.14,3406.996,-36.589,1605,
5/04/2022 19:00,3406.996,3406.996,3274.368,3327.79,-79.206,1271,
5/04/2022 20:00,3327.887,3352.81,3324.637,3344.436,16.646,1474,
