Symbol: ZWK22,,,Study: OPINT
Date Time,Close,Change,Open Interest
25/03/2022 5:04,1075.25,0,
25/03/2022 5:05,1075,-0.25,
25/03/2022 5:06,1074.75,-0.25,
25/03/2022 5:07,1074.25,-0.5,
25/03/2022 5:08,1074.75,0.5,
25/03/2022 5:10,1074.75,0,
25/03/2022 5:11,1074.75,0,
25/03/2022 5:13,1074.75,0,
25/03/2022 5:14,1074.75,0,
25/03/2022 5:15,1077,2.25,
25/03/2022 5:16,1078.25,1.25,
25/03/2022 5:17,1077.75,-0.5,
25/03/2022 5:19,1079,1.25,
25/03/2022 5:20,1081.25,2.25,
25/03/2022 5:21,1084,2.75,
25/03/2022 5:22,1083,-1,
25/03/2022 5:23,1082.75,-0.25,
25/03/2022 5:24,1082.25,-0.5,
25/03/2022 5:25,1081,-1.25,
25/03/2022 5:26,1081,0,
25/03/2022 5:27,1081.25,0.25,
25/03/2022 5:28,1079,-2.25,
25/03/2022 5:29,1079.5,0.5,
25/03/2022 5:30,1079.25,-0.25,
25/03/2022 5:31,1081,1.75,
25/03/2022 5:32,1079.25,-1.75,
25/03/2022 5:33,1079,-0.25,
25/03/2022 5:34,1078,-1,
25/03/2022 5:35,1079.5,1.5,
25/03/2022 5:36,1079,-0.5,
25/03/2022 5:37,1078,-1,
25/03/2022 5:39,1078.5,0.5,
25/03/2022 5:41,1078.5,0,
25/03/2022 5:42,1079.25,0.75,
25/03/2022 5:43,1077.5,-1.75,
25/03/2022 5:45,1078,0.5,
25/03/2022 5:51,1078.25,0.25,
25/03/2022 5:52,1078,-0.25,
25/03/2022 5:53,1078.5,0.5,
25/03/2022 5:54,1079.25,0.75,
25/03/2022 5:55,1082,2.75,
25/03/2022 5:56,1081,-1,
25/03/2022 5:58,1080.5,-0.5,
25/03/2022 5:59,1079.75,-0.75,
25/03/2022 6:00,1079.75,0,
25/03/2022 6:01,1079.25,-0.5,
25/03/2022 6:02,1078.25,-1,
25/03/2022 6:03,1078.5,0.25,
25/03/2022 6:04,1077.75,-0.75,
25/03/2022 6:05,1078.25,0.5,
25/03/2022 6:07,1079.75,1.5,
25/03/2022 6:08,1080,0.25,
25/03/2022 6:09,1079,-1,
25/03/2022 6:12,1078.75,-0.25,
25/03/2022 6:13,1078.25,-0.5,
25/03/2022 6:15,1078.75,0.5,
25/03/2022 6:16,1078.75,0,
25/03/2022 6:17,1078.75,0,
25/03/2022 6:18,1078.75,0,
25/03/2022 6:20,1077,-1.75,
25/03/2022 6:22,1077.25,0.25,
25/03/2022 6:24,1077.25,0,
25/03/2022 6:25,1078.25,1,
25/03/2022 6:26,1078,-0.25,
25/03/2022 6:28,1078.25,0.25,
25/03/2022 6:29,1079,0.75,
25/03/2022 6:30,1078.25,-0.75,
25/03/2022 6:31,1078.75,0.5,
25/03/2022 6:32,1079,0.25,
25/03/2022 6:34,1079,0,
25/03/2022 6:35,1080.25,1.25,
25/03/2022 6:36,1080,-0.25,
25/03/2022 6:37,1079.75,-0.25,
25/03/2022 6:38,1080.25,0.5,
25/03/2022 6:39,1080.25,0,
25/03/2022 6:40,1080.5,0.25,
25/03/2022 6:42,1081,0.5,
25/03/2022 6:43,1081.5,0.5,
25/03/2022 6:44,1081,-0.5,
25/03/2022 6:45,1082,1,
25/03/2022 6:46,1083,1,
25/03/2022 6:47,1082.75,-0.25,
25/03/2022 6:48,1083.25,0.5,
25/03/2022 6:49,1083.25,0,
25/03/2022 6:50,1083.25,0,
25/03/2022 6:52,1083.75,0.5,
25/03/2022 6:53,1083.75,0,
25/03/2022 6:54,1083.5,-0.25,
25/03/2022 6:55,1085.25,1.75,
25/03/2022 6:56,1086,0.75,
25/03/2022 6:57,1087.75,1.75,
25/03/2022 6:58,1091,3.25,
25/03/2022 6:59,1090,-1,
25/03/2022 7:00,1087.5,-2.5,
25/03/2022 7:01,1089.25,1.75,
25/03/2022 7:02,1088.25,-1,
25/03/2022 7:03,1087,-1.25,
25/03/2022 7:04,1088.25,1.25,
25/03/2022 7:05,1089,0.75,
25/03/2022 7:06,1090,1,
25/03/2022 7:07,1091,1,
25/03/2022 7:08,1088.75,-2.25,
25/03/2022 7:09,1088.75,0,
25/03/2022 7:10,1088.25,-0.5,
25/03/2022 7:11,1087.75,-0.5,
25/03/2022 7:13,1088.5,0.75,
25/03/2022 7:14,1088,-0.5,
25/03/2022 7:15,1088,0,
25/03/2022 7:16,1088.75,0.75,
25/03/2022 7:17,1089.25,0.5,
25/03/2022 7:19,1089,-0.25,
25/03/2022 7:20,1089,0,
25/03/2022 7:21,1089,0,
25/03/2022 7:22,1088.25,-0.75,
25/03/2022 7:23,1089,0.75,
25/03/2022 7:25,1088.5,-0.5,
25/03/2022 7:26,1090.25,1.75,
25/03/2022 7:27,1088.75,-1.5,
25/03/2022 7:28,1089.75,1,
25/03/2022 7:29,1089.25,-0.5,
25/03/2022 7:30,1090.25,1,
25/03/2022 7:31,1088.75,-1.5,
25/03/2022 7:32,1090.25,1.5,
25/03/2022 7:33,1091.25,1,
25/03/2022 7:34,1092.25,1,
25/03/2022 7:35,1095,2.75,
25/03/2022 7:36,1093,-2,
25/03/2022 7:37,1092.5,-0.5,
25/03/2022 7:38,1095.5,3,
25/03/2022 7:39,1096,0.5,
25/03/2022 7:40,1094.75,-1.25,
25/03/2022 7:41,1094.5,-0.25,
25/03/2022 7:42,1095.5,1,
25/03/2022 7:43,1095.25,-0.25,
25/03/2022 7:44,1094.5,-0.75,
25/03/2022 8:30,1093.75,-0.75,
25/03/2022 8:31,1092.75,-1,
25/03/2022 8:32,1095,2.25,
25/03/2022 8:33,1091.75,-3.25,
25/03/2022 8:34,1095,3.25,
25/03/2022 8:35,1094.5,-0.5,
25/03/2022 8:36,1095.75,1.25,
25/03/2022 8:37,1094.5,-1.25,
25/03/2022 8:38,1094.5,0,
25/03/2022 8:39,1094.75,0.25,
25/03/2022 8:40,1097.75,3,
25/03/2022 8:41,1099,1.25,
25/03/2022 8:42,1098,-1,
25/03/2022 8:43,1097,-1,
25/03/2022 8:44,1096,-1,
25/03/2022 8:45,1093.25,-2.75,
25/03/2022 8:46,1090,-3.25,
25/03/2022 8:47,1092,2,
25/03/2022 8:48,1091.5,-0.5,
25/03/2022 8:49,1092,0.5,
25/03/2022 8:50,1093,1,
25/03/2022 8:51,1094.75,1.75,
25/03/2022 8:52,1093.75,-1,
25/03/2022 8:53,1093,-0.75,
25/03/2022 8:54,1094,1,
25/03/2022 8:55,1094,0,
25/03/2022 8:56,1094,0,
25/03/2022 8:57,1093.75,-0.25,
25/03/2022 8:58,1093.25,-0.5,
25/03/2022 8:59,1094,0.75,
25/03/2022 9:00,1093.5,-0.5,
25/03/2022 9:01,1093.25,-0.25,
25/03/2022 9:02,1092.75,-0.5,
25/03/2022 9:03,1093.25,0.5,
25/03/2022 9:04,1095.25,2,
25/03/2022 9:05,1095.25,0,
25/03/2022 9:06,1094.5,-0.75,
25/03/2022 9:07,1094.5,0,
25/03/2022 9:08,1092.75,-1.75,
25/03/2022 9:09,1091.25,-1.5,
25/03/2022 9:10,1090.25,-1,
25/03/2022 9:11,1090,-0.25,
25/03/2022 9:12,1090.5,0.5,
25/03/2022 9:13,1090,-0.5,
25/03/2022 9:14,1090,0,
25/03/2022 9:15,1090,0,
25/03/2022 9:16,1086.75,-3.25,
25/03/2022 9:17,1084,-2.75,
25/03/2022 9:18,1083.75,-0.25,
25/03/2022 9:19,1083.25,-0.5,
25/03/2022 9:20,1083.25,0,
25/03/2022 9:21,1084.5,1.25,
25/03/2022 9:22,1084,-0.5,
25/03/2022 9:23,1083.5,-0.5,
25/03/2022 9:24,1082.25,-1.25,
25/03/2022 9:25,1079.25,-3,
25/03/2022 9:26,1081,1.75,
25/03/2022 9:27,1079,-2,
25/03/2022 9:28,1077.75,-1.25,
25/03/2022 9:29,1078,0.25,
25/03/2022 9:30,1078,0,
25/03/2022 9:31,1082.75,4.75,
25/03/2022 9:32,1082.75,0,
25/03/2022 9:33,1082.5,-0.25,
25/03/2022 9:34,1085,2.5,
25/03/2022 9:35,1085.75,0.75,
25/03/2022 9:36,1085,-0.75,
25/03/2022 9:37,1086,1,
25/03/2022 9:38,1087.5,1.5,
25/03/2022 9:39,1088,0.5,
25/03/2022 9:40,1088.5,0.5,
25/03/2022 9:41,1087.5,-1,
25/03/2022 9:42,1085.25,-2.25,
25/03/2022 9:43,1085,-0.25,
25/03/2022 9:44,1085.5,0.5,
25/03/2022 9:45,1085.25,-0.25,
25/03/2022 9:46,1086.75,1.5,
25/03/2022 9:47,1086,-0.75,
25/03/2022 9:48,1086.5,0.5,
25/03/2022 9:49,1085.25,-1.25,
25/03/2022 9:50,1086,0.75,
25/03/2022 9:51,1085.25,-0.75,
25/03/2022 9:52,1083.5,-1.75,
25/03/2022 9:53,1083.5,0,
25/03/2022 9:54,1084.25,0.75,
25/03/2022 9:55,1083.5,-0.75,
25/03/2022 9:56,1083.5,0,
25/03/2022 9:57,1083,-0.5,
25/03/2022 9:58,1081.25,-1.75,
25/03/2022 9:59,1081,-0.25,
25/03/2022 10:00,1082.75,1.75,
25/03/2022 10:01,1084,1.25,
25/03/2022 10:02,1083.5,-0.5,
25/03/2022 10:03,1083.5,0,
25/03/2022 10:04,1083.5,0,
25/03/2022 10:05,1083.75,0.25,
25/03/2022 10:06,1085.25,1.5,
25/03/2022 10:07,1085.25,0,
25/03/2022 10:08,1085.5,0.25,
25/03/2022 10:09,1084,-1.5,
25/03/2022 10:10,1084.5,0.5,
25/03/2022 10:11,1084.25,-0.25,
25/03/2022 10:12,1084.5,0.25,
25/03/2022 10:13,1084.25,-0.25,
25/03/2022 10:14,1084.5,0.25,
25/03/2022 10:15,1084,-0.5,
25/03/2022 10:16,1084.5,0.5,
25/03/2022 10:17,1084.25,-0.25,
25/03/2022 10:18,1084.25,0,
25/03/2022 10:19,1084.5,0.25,
25/03/2022 10:20,1084.25,-0.25,
25/03/2022 10:21,1084,-0.25,
25/03/2022 10:22,1084.25,0.25,
25/03/2022 10:23,1084,-0.25,
25/03/2022 10:24,1084,0,
25/03/2022 10:25,1084,0,
25/03/2022 10:26,1084,0,
25/03/2022 10:27,1084.5,0.5,
25/03/2022 10:28,1084.25,-0.25,
25/03/2022 10:29,1083,-1.25,
25/03/2022 10:30,1083.25,0.25,
25/03/2022 10:31,1084.5,1.25,
25/03/2022 10:32,1084.75,0.25,
25/03/2022 10:33,1084.25,-0.5,
25/03/2022 10:34,1084.5,0.25,
25/03/2022 10:35,1085,0.5,
25/03/2022 10:36,1084.75,-0.25,
25/03/2022 10:37,1085,0.25,
25/03/2022 10:38,1084.75,-0.25,
25/03/2022 10:39,1088.5,3.75,
25/03/2022 10:40,1090.5,2,
25/03/2022 10:41,1090,-0.5,
25/03/2022 10:42,1089.75,-0.25,
25/03/2022 10:43,1089.5,-0.25,
25/03/2022 10:44,1089.25,-0.25,
25/03/2022 10:45,1089.25,0,
25/03/2022 10:46,1089.5,0.25,
25/03/2022 10:47,1089.75,0.25,
25/03/2022 10:48,1089.5,-0.25,
25/03/2022 10:49,1089,-0.5,
25/03/2022 10:50,1086.5,-2.5,
25/03/2022 10:51,1088,1.5,
25/03/2022 10:52,1088.75,0.75,
25/03/2022 10:53,1089.25,0.5,
25/03/2022 10:54,1088.75,-0.5,
25/03/2022 10:55,1088.5,-0.25,
25/03/2022 10:56,1089.25,0.75,
25/03/2022 10:57,1089.5,0.25,
25/03/2022 10:58,1090,0.5,
25/03/2022 10:59,1088.5,-1.5,
25/03/2022 11:00,1087.5,-1,
25/03/2022 11:01,1088.5,1,
25/03/2022 11:02,1090,1.5,
25/03/2022 11:03,1093.25,3.25,
25/03/2022 11:04,1096.25,3,
25/03/2022 11:05,1097.75,1.5,
25/03/2022 11:06,1097.75,0,
25/03/2022 11:07,1097.75,0,
25/03/2022 11:08,1098,0.25,
25/03/2022 11:09,1100.25,2.25,
25/03/2022 11:10,1100.75,0.5,
25/03/2022 11:11,1103,2.25,
25/03/2022 11:12,1103,0,
25/03/2022 11:13,1104.25,1.25,
25/03/2022 11:14,1108.75,4.5,
25/03/2022 11:15,1106.25,-2.5,
25/03/2022 11:16,1107,0.75,
25/03/2022 11:17,1104.25,-2.75,
25/03/2022 11:18,1102.5,-1.75,
25/03/2022 11:19,1103.25,0.75,
25/03/2022 11:20,1103.75,0.5,
25/03/2022 11:21,1103.5,-0.25,
25/03/2022 11:22,1102.5,-1,
25/03/2022 11:23,1101,-1.5,
25/03/2022 11:24,1100.25,-0.75,
25/03/2022 11:25,1100.25,0,
25/03/2022 11:26,1102.5,2.25,
25/03/2022 11:27,1102,-0.5,
25/03/2022 11:28,1101.75,-0.25,
25/03/2022 11:29,1102,0.25,
25/03/2022 11:30,1104.5,2.5,
25/03/2022 11:31,1103.25,-1.25,
25/03/2022 11:32,1102.75,-0.5,
25/03/2022 11:33,1103,0.25,
25/03/2022 11:34,1101.75,-1.25,
25/03/2022 11:35,1102.25,0.5,
25/03/2022 11:36,1103.25,1,
25/03/2022 11:37,1104.25,1,
25/03/2022 11:38,1104.25,0,
25/03/2022 11:39,1104.5,0.25,
25/03/2022 11:40,1104.25,-0.25,
25/03/2022 11:41,1104.5,0.25,
25/03/2022 11:42,1104.5,0,
25/03/2022 11:43,1104.25,-0.25,
25/03/2022 11:44,1102.75,-1.5,
25/03/2022 11:45,1103.25,0.5,
25/03/2022 11:46,1102.75,-0.5,
25/03/2022 11:47,1102.5,-0.25,
25/03/2022 11:48,1102,-0.5,
25/03/2022 11:49,1104,2,
25/03/2022 11:50,1104,0,
25/03/2022 11:51,1105.75,1.75,
25/03/2022 11:52,1105.75,0,
25/03/2022 11:53,1106.75,1,
25/03/2022 11:54,1108,1.25,
25/03/2022 11:55,1107.5,-0.5,
25/03/2022 11:56,1108,0.5,
25/03/2022 11:57,1108.25,0.25,
25/03/2022 11:58,1107,-1.25,
25/03/2022 11:59,1105.5,-1.5,
25/03/2022 12:00,1103.5,-2,
25/03/2022 12:01,1102.5,-1,
25/03/2022 12:02,1103.25,0.75,
25/03/2022 12:03,1103.75,0.5,
25/03/2022 12:04,1105,1.25,
25/03/2022 12:05,1104.75,-0.25,
25/03/2022 12:06,1105.25,0.5,
25/03/2022 12:08,1106.25,1,
25/03/2022 12:09,1106,-0.25,
25/03/2022 12:10,1106.5,0.5,
25/03/2022 12:11,1106,-0.5,
25/03/2022 12:12,1105,-1,
25/03/2022 12:13,1105.5,0.5,
25/03/2022 12:14,1105.25,-0.25,
25/03/2022 12:15,1104.5,-0.75,
25/03/2022 12:16,1104,-0.5,
25/03/2022 12:17,1103.5,-0.5,
25/03/2022 12:18,1104,0.5,
25/03/2022 12:19,1104.5,0.5,
25/03/2022 12:20,1105.5,1,
25/03/2022 12:21,1105.5,0,
25/03/2022 12:22,1105.25,-0.25,
25/03/2022 12:23,1104.5,-0.75,
25/03/2022 12:24,1104.5,0,
25/03/2022 12:25,1105.25,0.75,
25/03/2022 12:26,1103.25,-2,
25/03/2022 12:27,1101.5,-1.75,
25/03/2022 12:28,1101.5,0,
25/03/2022 12:29,1102.5,1,
25/03/2022 12:30,1103,0.5,
25/03/2022 12:31,1102.5,-0.5,
25/03/2022 12:32,1103.5,1,
25/03/2022 12:33,1103.25,-0.25,
25/03/2022 12:34,1104,0.75,
25/03/2022 12:35,1103.5,-0.5,
25/03/2022 12:36,1102,-1.5,
25/03/2022 12:37,1101,-1,
25/03/2022 12:38,1101.5,0.5,
25/03/2022 12:39,1102,0.5,
25/03/2022 12:40,1102.25,0.25,
25/03/2022 12:41,1102.25,0,
25/03/2022 12:42,1102,-0.25,
25/03/2022 12:43,1101.75,-0.25,
25/03/2022 12:44,1103.5,1.75,
25/03/2022 12:45,1102.5,-1,
25/03/2022 12:46,1102.5,0,
25/03/2022 12:47,1103.5,1,
25/03/2022 12:48,1104,0.5,
25/03/2022 12:49,1103.5,-0.5,
25/03/2022 12:50,1103.5,0,
25/03/2022 12:51,1103.75,0.25,
25/03/2022 12:52,1103.5,-0.25,
25/03/2022 12:53,1104,0.5,
25/03/2022 12:54,1104.5,0.5,
25/03/2022 12:55,1104.5,0,
25/03/2022 12:56,1104.25,-0.25,
25/03/2022 12:57,1104.5,0.25,
25/03/2022 12:58,1104.5,0,
25/03/2022 12:59,1104.5,0,
25/03/2022 13:00,1102.5,-2,
25/03/2022 13:01,1103,0.5,
25/03/2022 13:02,1102.5,-0.5,
25/03/2022 13:03,1103,0.5,
25/03/2022 13:04,1103.25,0.25,
25/03/2022 13:05,1102.75,-0.5,
25/03/2022 13:06,1100.25,-2.5,
25/03/2022 13:07,1100,-0.25,
25/03/2022 13:08,1098.5,-1.5,
25/03/2022 13:09,1099.25,0.75,
25/03/2022 13:10,1101,1.75,
25/03/2022 13:11,1101,0,
25/03/2022 13:12,1102.75,1.75,
25/03/2022 13:13,1101.5,-1.25,
25/03/2022 13:14,1102.25,0.75,
25/03/2022 13:15,1104.5,2.25,
25/03/2022 13:16,1104.5,0,
25/03/2022 13:17,1105,0.5,
25/03/2022 13:18,1101.75,-3.25,
25/03/2022 13:19,1099.75,-2,
27/03/2022 19:00,1085.5,-14.25,
27/03/2022 19:01,1090.5,5,
27/03/2022 19:02,1091.25,0.75,
27/03/2022 19:03,1089.75,-1.5,
27/03/2022 19:04,1086.75,-3,
27/03/2022 19:05,1087.25,0.5,
27/03/2022 19:06,1082.25,-5,
27/03/2022 19:07,1085.75,3.5,
27/03/2022 19:08,1082.75,-3,
27/03/2022 19:09,1082.5,-0.25,
27/03/2022 19:10,1084.25,1.75,
27/03/2022 19:11,1083.75,-0.5,
27/03/2022 19:12,1081.25,-2.5,
27/03/2022 19:13,1083,1.75,
27/03/2022 19:14,1082.25,-0.75,
27/03/2022 19:15,1084,1.75,
27/03/2022 19:16,1084,0,
27/03/2022 19:17,1082.5,-1.5,
27/03/2022 19:18,1081,-1.5,
27/03/2022 19:19,1079.5,-1.5,
27/03/2022 19:20,1078.75,-0.75,
27/03/2022 19:21,1079,0.25,
27/03/2022 19:22,1078.75,-0.25,
27/03/2022 19:23,1077.5,-1.25,
27/03/2022 19:24,1077.5,0,
27/03/2022 19:25,1078,0.5,
27/03/2022 19:26,1079.75,1.75,
27/03/2022 19:27,1080,0.25,
27/03/2022 19:28,1079.5,-0.5,
27/03/2022 19:29,1080,0.5,
27/03/2022 19:30,1080,0,
27/03/2022 19:31,1079.5,-0.5,
27/03/2022 19:32,1081,1.5,
27/03/2022 19:33,1080.5,-0.5,
27/03/2022 19:34,1079.75,-0.75,
27/03/2022 19:35,1079.75,0,
27/03/2022 19:36,1081,1.25,
27/03/2022 19:38,1080,-1,
27/03/2022 19:39,1079.5,-0.5,
27/03/2022 19:40,1080.25,0.75,
27/03/2022 19:46,1080.75,0.5,
27/03/2022 19:48,1080,-0.75,
27/03/2022 19:49,1079.5,-0.5,
27/03/2022 19:50,1079.5,0,
27/03/2022 19:51,1079.5,0,
27/03/2022 19:52,1079.5,0,
27/03/2022 19:53,1076,-3.5,
27/03/2022 19:54,1076.75,0.75,
27/03/2022 19:55,1075,-1.75,
27/03/2022 19:56,1074.25,-0.75,
27/03/2022 19:57,1073.25,-1,
27/03/2022 19:58,1072.5,-0.75,
27/03/2022 19:59,1073.25,0.75,
27/03/2022 20:00,1074,0.75,
27/03/2022 20:01,1073.25,-0.75,
27/03/2022 20:02,1072.5,-0.75,
27/03/2022 20:03,1074,1.5,
27/03/2022 20:04,1072.25,-1.75,
27/03/2022 20:05,1073,0.75,
27/03/2022 20:06,1075.5,2.5,
27/03/2022 20:07,1076.25,0.75,
27/03/2022 20:08,1076,-0.25,
27/03/2022 20:09,1075.75,-0.25,
27/03/2022 20:10,1075,-0.75,
27/03/2022 20:11,1076,1,
27/03/2022 20:12,1075.25,-0.75,
27/03/2022 20:13,1074.5,-0.75,
27/03/2022 20:14,1075.75,1.25,
27/03/2022 20:15,1076,0.25,
27/03/2022 20:16,1075,-1,
27/03/2022 20:17,1075.25,0.25,
27/03/2022 20:18,1075,-0.25,
27/03/2022 20:19,1074.75,-0.25,
27/03/2022 20:21,1074,-0.75,
27/03/2022 20:22,1074,0,
27/03/2022 20:23,1073.75,-0.25,
27/03/2022 20:24,1073.75,0,
27/03/2022 20:25,1073.75,0,
27/03/2022 20:26,1073.5,-0.25,
27/03/2022 20:27,1073.5,0,
27/03/2022 20:29,1075.75,2.25,
27/03/2022 20:30,1076,0.25,
27/03/2022 20:31,1075,-1,
27/03/2022 20:34,1076,1,
27/03/2022 20:35,1074.25,-1.75,
27/03/2022 20:37,1075.25,1,
27/03/2022 20:38,1074.5,-0.75,
27/03/2022 20:39,1075.75,1.25,
27/03/2022 20:40,1076.5,0.75,
27/03/2022 20:41,1076.5,0,
27/03/2022 20:43,1076.5,0,
27/03/2022 20:44,1077.25,0.75,
27/03/2022 20:45,1077,-0.25,
27/03/2022 20:46,1078,1,
27/03/2022 20:47,1077,-1,
27/03/2022 20:48,1076.75,-0.25,
27/03/2022 20:50,1076.5,-0.25,
27/03/2022 20:53,1077.5,1,
27/03/2022 20:55,1077,-0.5,
27/03/2022 20:56,1076.75,-0.25,
27/03/2022 20:57,1076.25,-0.5,
27/03/2022 20:58,1076.75,0.5,
27/03/2022 20:59,1077.5,0.75,
27/03/2022 21:00,1076.25,-1.25,
27/03/2022 21:01,1076.5,0.25,
27/03/2022 21:02,1076,-0.5,
27/03/2022 21:03,1076.5,0.5,
27/03/2022 21:04,1075.5,-1,
27/03/2022 21:05,1077,1.5,
27/03/2022 21:06,1076.25,-0.75,
27/03/2022 21:07,1075.25,-1,
27/03/2022 21:08,1075.25,0,
27/03/2022 21:09,1075.75,0.5,
27/03/2022 21:10,1075.5,-0.25,
27/03/2022 21:11,1076.25,0.75,
27/03/2022 21:13,1075.75,-0.5,
27/03/2022 21:14,1075.75,0,
27/03/2022 21:15,1075.5,-0.25,
27/03/2022 21:16,1075,-0.5,
27/03/2022 21:17,1074.5,-0.5,
27/03/2022 21:18,1075.5,1,
27/03/2022 21:19,1075.75,0.25,
27/03/2022 21:21,1074.25,-1.5,
27/03/2022 21:22,1074.5,0.25,
27/03/2022 21:25,1074.25,-0.25,
27/03/2022 21:26,1074.75,0.5,
27/03/2022 21:28,1075,0.25,
27/03/2022 21:29,1076.5,1.5,
27/03/2022 21:30,1076.25,-0.25,
27/03/2022 21:31,1076.25,0,
27/03/2022 21:33,1075.75,-0.5,
27/03/2022 21:34,1075,-0.75,
27/03/2022 21:36,1075.75,0.75,
27/03/2022 21:37,1075.5,-0.25,
27/03/2022 21:40,1076.25,0.75,
27/03/2022 21:41,1075,-1.25,
27/03/2022 21:42,1074.5,-0.5,
27/03/2022 21:43,1074.75,0.25,
27/03/2022 21:44,1074.75,0,
27/03/2022 21:45,1074.75,0,
27/03/2022 21:46,1073.25,-1.5,
27/03/2022 21:47,1072,-1.25,
27/03/2022 21:48,1071.25,-0.75,
27/03/2022 21:49,1072.75,1.5,
27/03/2022 21:51,1073.25,0.5,
27/03/2022 21:52,1073.5,0.25,
27/03/2022 21:53,1073.25,-0.25,
27/03/2022 21:54,1073.75,0.5,
27/03/2022 21:55,1071.75,-2,
27/03/2022 21:56,1071.25,-0.5,
27/03/2022 21:57,1071,-0.25,
27/03/2022 21:58,1071,0,
27/03/2022 21:59,1072.5,1.5,
27/03/2022 22:01,1072.5,0,
27/03/2022 22:02,1072.5,0,
27/03/2022 22:03,1071.75,-0.75,
27/03/2022 22:04,1072.5,0.75,
27/03/2022 22:05,1071.75,-0.75,
27/03/2022 22:06,1071.75,0,
27/03/2022 22:07,1072.5,0.75,
27/03/2022 22:08,1072.75,0.25,
27/03/2022 22:10,1072.5,-0.25,
27/03/2022 22:11,1072.5,0,
27/03/2022 22:12,1073.75,1.25,
27/03/2022 22:13,1073.75,0,
27/03/2022 22:14,1073.5,-0.25,
27/03/2022 22:16,1073.25,-0.25,
27/03/2022 22:18,1073,-0.25,
27/03/2022 22:19,1073,0,
27/03/2022 22:20,1073.25,0.25,
27/03/2022 22:21,1072.75,-0.5,
27/03/2022 22:22,1072.5,-0.25,
27/03/2022 22:24,1071.75,-0.75,
27/03/2022 22:29,1073.5,1.75,
27/03/2022 22:33,1074.25,0.75,
27/03/2022 22:34,1074.5,0.25,
27/03/2022 22:35,1074,-0.5,
27/03/2022 22:36,1074,0,
27/03/2022 22:37,1073.5,-0.5,
27/03/2022 22:38,1074,0.5,
27/03/2022 22:57,1074.25,0.25,
27/03/2022 22:59,1075.25,1,
27/03/2022 23:00,1074,-1.25,
27/03/2022 23:01,1074.5,0.5,
27/03/2022 23:09,1074.25,-0.25,
27/03/2022 23:18,1073.75,-0.5,
27/03/2022 23:19,1075.25,1.5,
27/03/2022 23:20,1076.75,1.5,
27/03/2022 23:21,1078,1.25,
27/03/2022 23:22,1077.75,-0.25,
27/03/2022 23:32,1076,-1.75,
27/03/2022 23:44,1076,0,
27/03/2022 23:52,1076,0,
27/03/2022 23:59,1075.75,-0.25,
28/03/2022 0:06,1076,0.25,
28/03/2022 0:07,1075.75,-0.25,
28/03/2022 0:08,1076.25,0.5,
28/03/2022 0:11,1074.75,-1.5,
28/03/2022 0:15,1074.75,0,
28/03/2022 0:18,1074.5,-0.25,
28/03/2022 0:21,1073.75,-0.75,
28/03/2022 0:24,1074.25,0.5,
28/03/2022 0:27,1074,-0.25,
28/03/2022 0:28,1073.75,-0.25,
28/03/2022 0:30,1073.75,0,
28/03/2022 0:31,1074.5,0.75,
28/03/2022 0:33,1074.25,-0.25,
28/03/2022 0:36,1074,-0.25,
28/03/2022 0:37,1074.25,0.25,
28/03/2022 0:38,1073.5,-0.75,
28/03/2022 0:39,1073.25,-0.25,
28/03/2022 0:40,1074,0.75,
28/03/2022 0:42,1073.75,-0.25,
28/03/2022 0:43,1073.5,-0.25,
28/03/2022 0:45,1072.5,-1,
28/03/2022 0:48,1072.75,0.25,
28/03/2022 0:49,1072.5,-0.25,
28/03/2022 0:50,1072.25,-0.25,
28/03/2022 0:51,1071,-1.25,
28/03/2022 0:52,1071.25,0.25,
28/03/2022 0:53,1071,-0.25,
28/03/2022 0:55,1070.75,-0.25,
28/03/2022 0:56,1072.25,1.5,
28/03/2022 0:57,1071,-1.25,
28/03/2022 0:58,1071.25,0.25,
28/03/2022 0:59,1071.25,0,
28/03/2022 1:00,1071,-0.25,
28/03/2022 1:01,1072.25,1.25,
28/03/2022 1:02,1070.75,-1.5,
28/03/2022 1:03,1071,0.25,
28/03/2022 1:05,1071,0,
28/03/2022 1:09,1071.75,0.75,
28/03/2022 1:10,1070.75,-1,
28/03/2022 1:11,1071.25,0.5,
28/03/2022 1:12,1071.5,0.25,
28/03/2022 1:14,1071.75,0.25,
28/03/2022 1:15,1070.75,-1,
28/03/2022 1:16,1070.75,0,
28/03/2022 1:18,1071,0.25,
28/03/2022 1:19,1071,0,
28/03/2022 1:20,1071,0,
28/03/2022 1:21,1071,0,
28/03/2022 1:23,1071.75,0.75,
28/03/2022 1:25,1072.25,0.5,
28/03/2022 1:26,1071.75,-0.5,
28/03/2022 1:27,1072.5,0.75,
28/03/2022 1:29,1073,0.5,
28/03/2022 1:32,1073.25,0.25,
28/03/2022 1:33,1071.75,-1.5,
28/03/2022 1:35,1072,0.25,
28/03/2022 1:36,1072,0,
28/03/2022 1:37,1071.5,-0.5,
28/03/2022 1:38,1071.75,0.25,
28/03/2022 1:39,1072.25,0.5,
28/03/2022 1:41,1073,0.75,
28/03/2022 1:52,1074,1,
28/03/2022 1:53,1074.5,0.5,
28/03/2022 1:54,1074.75,0.25,
28/03/2022 1:57,1074.25,-0.5,
28/03/2022 1:59,1075.5,1.25,
28/03/2022 2:00,1075.25,-0.25,
28/03/2022 2:03,1074,-1.25,
