Symbol: ZWK22,,,Study: OPINT
Date Time,Close,Change,Open Interest
28/03/2022 2:04,1075.75,1.75,
28/03/2022 2:05,1074.75,-1,
28/03/2022 2:06,1074.25,-0.5,
28/03/2022 2:07,1073.75,-0.5,
28/03/2022 2:08,1074.25,0.5,
28/03/2022 2:09,1073.5,-0.75,
28/03/2022 2:10,1073.5,0,
28/03/2022 2:11,1073.75,0.25,
28/03/2022 2:12,1073,-0.75,
28/03/2022 2:13,1074.25,1.25,
28/03/2022 2:15,1073.75,-0.5,
28/03/2022 2:16,1073.5,-0.25,
28/03/2022 2:17,1073.25,-0.25,
28/03/2022 2:18,1072.75,-0.5,
28/03/2022 2:19,1072.5,-0.25,
28/03/2022 2:20,1074.25,1.75,
28/03/2022 2:21,1076.25,2,
28/03/2022 2:22,1075.5,-0.75,
28/03/2022 2:23,1075.5,0,
28/03/2022 2:24,1076.5,1,
28/03/2022 2:25,1076.5,0,
28/03/2022 2:27,1075.25,-1.25,
28/03/2022 2:28,1075.5,0.25,
28/03/2022 2:29,1074.5,-1,
28/03/2022 2:31,1074.75,0.25,
28/03/2022 2:32,1074.25,-0.5,
28/03/2022 2:33,1074.25,0,
28/03/2022 2:34,1074.25,0,
28/03/2022 2:35,1074.25,0,
28/03/2022 2:39,1073.75,-0.5,
28/03/2022 2:40,1073,-0.75,
28/03/2022 2:41,1073,0,
28/03/2022 2:46,1073.25,0.25,
28/03/2022 2:47,1074,0.75,
28/03/2022 2:49,1073.5,-0.5,
28/03/2022 2:51,1073,-0.5,
28/03/2022 2:53,1073.5,0.5,
28/03/2022 2:55,1073.75,0.25,
28/03/2022 2:57,1074,0.25,
28/03/2022 2:59,1074,0,
28/03/2022 3:00,1074.75,0.75,
28/03/2022 3:01,1073.75,-1,
28/03/2022 3:05,1074,0.25,
28/03/2022 3:08,1075,1,
28/03/2022 3:09,1075.75,0.75,
28/03/2022 3:10,1075.5,-0.25,
28/03/2022 3:12,1076.25,0.75,
28/03/2022 3:13,1077.5,1.25,
28/03/2022 3:14,1074.5,-3,
28/03/2022 3:17,1075.25,0.75,
28/03/2022 3:18,1076,0.75,
28/03/2022 3:19,1076,0,
28/03/2022 3:20,1076.75,0.75,
28/03/2022 3:22,1076,-0.75,
28/03/2022 3:23,1076.5,0.5,
28/03/2022 3:24,1075.75,-0.75,
28/03/2022 3:25,1075,-0.75,
28/03/2022 3:26,1076.75,1.75,
28/03/2022 3:28,1076.5,-0.25,
28/03/2022 3:30,1077.5,1,
28/03/2022 3:31,1076.5,-1,
28/03/2022 3:33,1077,0.5,
28/03/2022 3:34,1077.25,0.25,
28/03/2022 3:35,1078.25,1,
28/03/2022 3:36,1077.75,-0.5,
28/03/2022 3:37,1078.25,0.5,
28/03/2022 3:39,1078,-0.25,
28/03/2022 3:41,1079.75,1.75,
28/03/2022 3:42,1079.25,-0.5,
28/03/2022 3:43,1077.75,-1.5,
28/03/2022 3:45,1078.75,1,
28/03/2022 3:46,1077.75,-1,
28/03/2022 3:47,1079.5,1.75,
28/03/2022 3:48,1079.5,0,
28/03/2022 3:49,1080,0.5,
28/03/2022 3:50,1079.75,-0.25,
28/03/2022 3:51,1080,0.25,
28/03/2022 3:52,1080,0,
28/03/2022 3:53,1078.5,-1.5,
28/03/2022 3:54,1079.25,0.75,
28/03/2022 3:55,1075,-4.25,
28/03/2022 3:56,1075.5,0.5,
28/03/2022 3:57,1076.25,0.75,
28/03/2022 3:58,1076.25,0,
28/03/2022 3:59,1075.5,-0.75,
28/03/2022 4:00,1074.5,-1,
28/03/2022 4:01,1074.5,0,
28/03/2022 4:03,1073.5,-1,
28/03/2022 4:04,1073.5,0,
28/03/2022 4:07,1073,-0.5,
28/03/2022 4:08,1073.25,0.25,
28/03/2022 4:09,1072.75,-0.5,
28/03/2022 4:13,1072.75,0,
28/03/2022 4:14,1073,0.25,
28/03/2022 4:15,1071.75,-1.25,
28/03/2022 4:16,1069.25,-2.5,
28/03/2022 4:17,1068,-1.25,
28/03/2022 4:18,1069.75,1.75,
28/03/2022 4:19,1070,0.25,
28/03/2022 4:20,1069.25,-0.75,
28/03/2022 4:22,1068.5,-0.75,
28/03/2022 4:23,1069.5,1,
28/03/2022 4:24,1069.5,0,
28/03/2022 4:25,1068.5,-1,
28/03/2022 4:26,1068.25,-0.25,
28/03/2022 4:27,1067.75,-0.5,
28/03/2022 4:28,1066,-1.75,
28/03/2022 4:29,1066,0,
28/03/2022 4:30,1064,-2,
28/03/2022 4:31,1063.25,-0.75,
28/03/2022 4:32,1064.75,1.5,
28/03/2022 4:33,1065.5,0.75,
28/03/2022 4:34,1067.75,2.25,
28/03/2022 4:35,1069.25,1.5,
28/03/2022 4:36,1068.25,-1,
28/03/2022 4:37,1067.75,-0.5,
28/03/2022 4:38,1067.5,-0.25,
28/03/2022 4:39,1067,-0.5,
28/03/2022 4:40,1066.5,-0.5,
28/03/2022 4:41,1065.75,-0.75,
28/03/2022 4:42,1066,0.25,
28/03/2022 4:43,1065.25,-0.75,
28/03/2022 4:44,1066.5,1.25,
28/03/2022 4:45,1066,-0.5,
28/03/2022 4:46,1066.75,0.75,
28/03/2022 4:47,1066.5,-0.25,
28/03/2022 4:48,1066.25,-0.25,
28/03/2022 4:49,1066,-0.25,
28/03/2022 4:50,1065,-1,
28/03/2022 4:52,1064.75,-0.25,
28/03/2022 4:53,1065.5,0.75,
28/03/2022 4:54,1065,-0.5,
28/03/2022 4:55,1064.5,-0.5,
28/03/2022 4:56,1064.75,0.25,
28/03/2022 4:57,1065.5,0.75,
28/03/2022 4:58,1064.25,-1.25,
28/03/2022 4:59,1064.75,0.5,
28/03/2022 5:00,1065.5,0.75,
28/03/2022 5:01,1063.5,-2,
28/03/2022 5:02,1063.5,0,
28/03/2022 5:03,1064,0.5,
28/03/2022 5:04,1060.75,-3.25,
28/03/2022 5:05,1060.5,-0.25,
28/03/2022 5:06,1060.5,0,
28/03/2022 5:08,1060.5,0,
28/03/2022 5:09,1059.75,-0.75,
28/03/2022 5:10,1061,1.25,
28/03/2022 5:13,1061.5,0.5,
28/03/2022 5:14,1062.5,1,
28/03/2022 5:15,1061.5,-1,
28/03/2022 5:16,1062,0.5,
28/03/2022 5:17,1061.25,-0.75,
28/03/2022 5:18,1062,0.75,
28/03/2022 5:19,1063.75,1.75,
28/03/2022 5:20,1065.25,1.5,
28/03/2022 5:21,1064.25,-1,
28/03/2022 5:23,1064.25,0,
28/03/2022 5:24,1064.25,0,
28/03/2022 5:25,1064.75,0.5,
28/03/2022 5:27,1064,-0.75,
28/03/2022 5:29,1065.25,1.25,
28/03/2022 5:31,1065,-0.25,
28/03/2022 5:32,1065.25,0.25,
28/03/2022 5:33,1065.25,0,
28/03/2022 5:34,1064.25,-1,
28/03/2022 5:35,1063.75,-0.5,
28/03/2022 5:36,1064.25,0.5,
28/03/2022 5:37,1064.25,0,
28/03/2022 5:38,1065.25,1,
28/03/2022 5:39,1065.25,0,
28/03/2022 5:40,1064.5,-0.75,
28/03/2022 5:42,1065.5,1,
28/03/2022 5:43,1065,-0.5,
28/03/2022 5:44,1065.25,0.25,
28/03/2022 5:45,1066,0.75,
28/03/2022 5:46,1066.25,0.25,
28/03/2022 5:47,1067,0.75,
28/03/2022 5:48,1066.75,-0.25,
28/03/2022 5:49,1067,0.25,
28/03/2022 5:50,1065.5,-1.5,
28/03/2022 5:51,1066.5,1,
28/03/2022 5:52,1065.5,-1,
28/03/2022 5:55,1066.25,0.75,
28/03/2022 5:57,1067.75,1.5,
28/03/2022 5:58,1065.75,-2,
28/03/2022 5:59,1065.25,-0.5,
28/03/2022 6:00,1064.75,-0.5,
28/03/2022 6:01,1064.5,-0.25,
28/03/2022 6:02,1065.25,0.75,
28/03/2022 6:03,1064,-1.25,
28/03/2022 6:05,1064.75,0.75,
28/03/2022 6:06,1064.75,0,
28/03/2022 6:08,1064.5,-0.25,
28/03/2022 6:09,1064.5,0,
28/03/2022 6:10,1064.5,0,
28/03/2022 6:11,1064,-0.5,
28/03/2022 6:12,1064.75,0.75,
28/03/2022 6:14,1064.75,0,
28/03/2022 6:15,1065.25,0.5,
28/03/2022 6:16,1066.25,1,
28/03/2022 6:17,1065.5,-0.75,
28/03/2022 6:18,1063.25,-2.25,
28/03/2022 6:19,1063.25,0,
28/03/2022 6:20,1063.5,0.25,
28/03/2022 6:21,1062.75,-0.75,
28/03/2022 6:22,1063.25,0.5,
28/03/2022 6:23,1062.5,-0.75,
28/03/2022 6:24,1061.75,-0.75,
28/03/2022 6:25,1062.75,1,
28/03/2022 6:26,1063.25,0.5,
28/03/2022 6:27,1062,-1.25,
28/03/2022 6:28,1063,1,
28/03/2022 6:29,1063.25,0.25,
28/03/2022 6:30,1062.25,-1,
28/03/2022 6:31,1063,0.75,
28/03/2022 6:33,1061,-2,
28/03/2022 6:34,1061.75,0.75,
28/03/2022 6:35,1060,-1.75,
28/03/2022 6:36,1059,-1,
28/03/2022 6:38,1058.75,-0.25,
28/03/2022 6:39,1060,1.25,
28/03/2022 6:40,1059,-1,
28/03/2022 6:41,1059,0,
28/03/2022 6:42,1058.5,-0.5,
28/03/2022 6:43,1056.75,-1.75,
28/03/2022 6:44,1057.25,0.5,
28/03/2022 6:45,1056,-1.25,
28/03/2022 6:46,1056.25,0.25,
28/03/2022 6:49,1056,-0.25,
28/03/2022 6:50,1055.25,-0.75,
28/03/2022 6:51,1057.25,2,
28/03/2022 6:52,1056.75,-0.5,
28/03/2022 6:53,1057.75,1,
28/03/2022 6:54,1056.25,-1.5,
28/03/2022 6:55,1056.25,0,
28/03/2022 6:56,1057.75,1.5,
28/03/2022 6:58,1057.75,0,
28/03/2022 6:59,1055.75,-2,
28/03/2022 7:00,1056.25,0.5,
28/03/2022 7:01,1055.75,-0.5,
28/03/2022 7:02,1055.75,0,
28/03/2022 7:03,1056,0.25,
28/03/2022 7:04,1058.25,2.25,
28/03/2022 7:05,1056.25,-2,
28/03/2022 7:06,1056.25,0,
28/03/2022 7:08,1057,0.75,
28/03/2022 7:09,1058.25,1.25,
28/03/2022 7:10,1059.25,1,
28/03/2022 7:11,1056.75,-2.5,
28/03/2022 7:12,1059.5,2.75,
28/03/2022 7:13,1058.75,-0.75,
28/03/2022 7:14,1057.25,-1.5,
28/03/2022 7:15,1057.75,0.5,
28/03/2022 7:16,1060.75,3,
28/03/2022 7:17,1060.5,-0.25,
28/03/2022 7:18,1059.75,-0.75,
28/03/2022 7:19,1060.75,1,
28/03/2022 7:20,1061,0.25,
28/03/2022 7:21,1060.5,-0.5,
28/03/2022 7:22,1061.25,0.75,
28/03/2022 7:23,1060.75,-0.5,
28/03/2022 7:24,1059.75,-1,
28/03/2022 7:25,1059.75,0,
28/03/2022 7:26,1061.25,1.5,
28/03/2022 7:27,1061.25,0,
28/03/2022 7:28,1061,-0.25,
28/03/2022 7:29,1061.25,0.25,
28/03/2022 7:30,1062,0.75,
28/03/2022 7:32,1059.75,-2.25,
28/03/2022 7:33,1059.75,0,
28/03/2022 7:34,1058.75,-1,
28/03/2022 7:36,1056,-2.75,
28/03/2022 7:37,1055.5,-0.5,
28/03/2022 7:38,1056.5,1,
28/03/2022 7:39,1057.5,1,
28/03/2022 7:40,1059.75,2.25,
28/03/2022 7:41,1060.75,1,
28/03/2022 7:42,1063,2.25,
28/03/2022 7:43,1061,-2,
28/03/2022 7:44,1062,1,
28/03/2022 8:30,1056.5,-5.5,
28/03/2022 8:31,1054.25,-2.25,
28/03/2022 8:32,1052.75,-1.5,
28/03/2022 8:33,1055.75,3,
28/03/2022 8:34,1057,1.25,
28/03/2022 8:35,1059.5,2.5,
28/03/2022 8:36,1056.5,-3,
28/03/2022 8:37,1054.75,-1.75,
28/03/2022 8:38,1054,-0.75,
28/03/2022 8:39,1051.75,-2.25,
28/03/2022 8:40,1056.25,4.5,
28/03/2022 8:41,1058.25,2,
28/03/2022 8:42,1058.5,0.25,
28/03/2022 8:43,1054.75,-3.75,
28/03/2022 8:44,1057.75,3,
28/03/2022 8:45,1057.5,-0.25,
28/03/2022 8:46,1057.25,-0.25,
28/03/2022 8:47,1056,-1.25,
28/03/2022 8:48,1055.5,-0.5,
28/03/2022 8:49,1054,-1.5,
28/03/2022 8:50,1055.25,1.25,
28/03/2022 8:51,1055,-0.25,
28/03/2022 8:52,1051.75,-3.25,
28/03/2022 8:53,1051.25,-0.5,
28/03/2022 8:54,1051.75,0.5,
28/03/2022 8:55,1053,1.25,
28/03/2022 8:56,1051.75,-1.25,
28/03/2022 8:57,1052.75,1,
28/03/2022 8:58,1054.75,2,
28/03/2022 8:59,1053.75,-1,
28/03/2022 9:00,1051.25,-2.5,
28/03/2022 9:01,1049.5,-1.75,
28/03/2022 9:02,1048.5,-1,
28/03/2022 9:03,1048.25,-0.25,
28/03/2022 9:04,1047.75,-0.5,
28/03/2022 9:05,1049,1.25,
28/03/2022 9:06,1049.25,0.25,
28/03/2022 9:07,1050.75,1.5,
28/03/2022 9:08,1050.25,-0.5,
28/03/2022 9:09,1051.5,1.25,
28/03/2022 9:10,1056.5,5,
28/03/2022 9:11,1052.75,-3.75,
28/03/2022 9:12,1053.5,0.75,
28/03/2022 9:13,1053.5,0,
28/03/2022 9:14,1053.5,0,
28/03/2022 9:15,1055.75,2.25,
28/03/2022 9:16,1057,1.25,
28/03/2022 9:17,1055.5,-1.5,
28/03/2022 9:18,1054.5,-1,
28/03/2022 9:19,1054.5,0,
28/03/2022 9:20,1054.75,0.25,
28/03/2022 9:21,1057.75,3,
28/03/2022 9:22,1058,0.25,
28/03/2022 9:23,1061.75,3.75,
28/03/2022 9:24,1062.25,0.5,
28/03/2022 9:25,1059.75,-2.5,
28/03/2022 9:26,1060,0.25,
28/03/2022 9:27,1059.75,-0.25,
28/03/2022 9:28,1059.5,-0.25,
28/03/2022 9:29,1058,-1.5,
28/03/2022 9:30,1057.5,-0.5,
28/03/2022 9:31,1053.25,-4.25,
28/03/2022 9:32,1050.5,-2.75,
28/03/2022 9:33,1050.5,0,
28/03/2022 9:34,1051.5,1,
28/03/2022 9:35,1050.75,-0.75,
28/03/2022 9:36,1051.5,0.75,
28/03/2022 9:37,1051.75,0.25,
28/03/2022 9:38,1051,-0.75,
28/03/2022 9:39,1052.75,1.75,
28/03/2022 9:40,1053.25,0.5,
28/03/2022 9:41,1052.25,-1,
28/03/2022 9:42,1052,-0.25,
28/03/2022 9:43,1050.75,-1.25,
28/03/2022 9:44,1050.25,-0.5,
28/03/2022 9:45,1050.25,0,
28/03/2022 9:46,1050.75,0.5,
28/03/2022 9:47,1051.5,0.75,
28/03/2022 9:48,1050.75,-0.75,
28/03/2022 9:49,1052.5,1.75,
28/03/2022 9:50,1051.5,-1,
28/03/2022 9:51,1052.5,1,
28/03/2022 9:52,1052.75,0.25,
28/03/2022 9:53,1053.25,0.5,
28/03/2022 9:54,1053.5,0.25,
28/03/2022 9:55,1052.5,-1,
28/03/2022 9:56,1052,-0.5,
28/03/2022 9:57,1051.5,-0.5,
28/03/2022 9:58,1051.5,0,
28/03/2022 9:59,1051.25,-0.25,
28/03/2022 10:00,1050.75,-0.5,
28/03/2022 10:01,1053.5,2.75,
28/03/2022 10:02,1053.75,0.25,
28/03/2022 10:03,1053.5,-0.25,
28/03/2022 10:04,1053,-0.5,
28/03/2022 10:05,1053,0,
28/03/2022 10:06,1052.25,-0.75,
28/03/2022 10:07,1053.75,1.5,
28/03/2022 10:08,1057.5,3.75,
28/03/2022 10:09,1056,-1.5,
28/03/2022 10:10,1055,-1,
28/03/2022 10:11,1055.5,0.5,
28/03/2022 10:12,1054,-1.5,
28/03/2022 10:13,1054,0,
28/03/2022 10:14,1054.25,0.25,
28/03/2022 10:15,1055,0.75,
28/03/2022 10:16,1053.75,-1.25,
28/03/2022 10:17,1054.5,0.75,
28/03/2022 10:18,1055,0.5,
28/03/2022 10:19,1053.25,-1.75,
28/03/2022 10:20,1051.25,-2,
28/03/2022 10:21,1053,1.75,
28/03/2022 10:22,1051.5,-1.5,
28/03/2022 10:23,1050.25,-1.25,
28/03/2022 10:24,1049.5,-0.75,
28/03/2022 10:25,1051.25,1.75,
28/03/2022 10:26,1050.5,-0.75,
28/03/2022 10:27,1050.25,-0.25,
28/03/2022 10:28,1050.5,0.25,
28/03/2022 10:29,1051.5,1,
28/03/2022 10:30,1051.25,-0.25,
28/03/2022 10:31,1050,-1.25,
28/03/2022 10:32,1050.25,0.25,
28/03/2022 10:33,1048.75,-1.5,
28/03/2022 10:34,1048.5,-0.25,
28/03/2022 10:35,1048.25,-0.25,
28/03/2022 10:36,1049,0.75,
28/03/2022 10:37,1050.5,1.5,
28/03/2022 10:38,1050.25,-0.25,
28/03/2022 10:39,1050.75,0.5,
28/03/2022 10:40,1051.5,0.75,
28/03/2022 10:41,1051.5,0,
28/03/2022 10:42,1052,0.5,
28/03/2022 10:43,1051.25,-0.75,
28/03/2022 10:44,1052.5,1.25,
28/03/2022 10:45,1055.25,2.75,
28/03/2022 10:46,1053.25,-2,
28/03/2022 10:47,1054.25,1,
28/03/2022 10:48,1055,0.75,
28/03/2022 10:49,1057,2,
28/03/2022 10:50,1058,1,
28/03/2022 10:51,1057,-1,
28/03/2022 10:52,1056.25,-0.75,
28/03/2022 10:53,1057,0.75,
28/03/2022 10:54,1057.25,0.25,
28/03/2022 10:55,1057.75,0.5,
28/03/2022 10:56,1061,3.25,
28/03/2022 10:57,1060.5,-0.5,
28/03/2022 10:58,1061,0.5,
28/03/2022 10:59,1059.75,-1.25,
28/03/2022 11:00,1058.25,-1.5,
28/03/2022 11:01,1059,0.75,
28/03/2022 11:02,1058.25,-0.75,
28/03/2022 11:03,1058.75,0.5,
28/03/2022 11:04,1057.25,-1.5,
28/03/2022 11:05,1058,0.75,
28/03/2022 11:06,1057,-1,
28/03/2022 11:07,1056.5,-0.5,
28/03/2022 11:08,1057.5,1,
28/03/2022 11:09,1056,-1.5,
28/03/2022 11:10,1056.75,0.75,
28/03/2022 11:11,1057.5,0.75,
28/03/2022 11:12,1056.75,-0.75,
28/03/2022 11:13,1057,0.25,
28/03/2022 11:14,1056,-1,
28/03/2022 11:15,1054.75,-1.25,
28/03/2022 11:16,1052.25,-2.5,
28/03/2022 11:17,1052.5,0.25,
28/03/2022 11:18,1052.5,0,
28/03/2022 11:19,1052.25,-0.25,
28/03/2022 11:20,1052,-0.25,
28/03/2022 11:21,1052.25,0.25,
28/03/2022 11:22,1053.25,1,
28/03/2022 11:23,1054,0.75,
28/03/2022 11:24,1053.75,-0.25,
28/03/2022 11:25,1053.5,-0.25,
28/03/2022 11:26,1055.5,2,
28/03/2022 11:27,1057,1.5,
28/03/2022 11:28,1055.5,-1.5,
28/03/2022 11:29,1055,-0.5,
28/03/2022 11:30,1055,0,
28/03/2022 11:31,1053.75,-1.25,
28/03/2022 11:32,1053.25,-0.5,
28/03/2022 11:33,1053.75,0.5,
28/03/2022 11:34,1052.75,-1,
28/03/2022 11:35,1052.5,-0.25,
28/03/2022 11:36,1052.75,0.25,
28/03/2022 11:37,1052,-0.75,
28/03/2022 11:38,1049.25,-2.75,
28/03/2022 11:39,1050,0.75,
28/03/2022 11:40,1049.5,-0.5,
28/03/2022 11:41,1049.75,0.25,
28/03/2022 11:42,1049.5,-0.25,
28/03/2022 11:43,1049.5,0,
28/03/2022 11:44,1049.25,-0.25,
28/03/2022 11:45,1048,-1.25,
28/03/2022 11:46,1049.5,1.5,
28/03/2022 11:47,1049,-0.5,
28/03/2022 11:48,1048.75,-0.25,
28/03/2022 11:49,1049.25,0.5,
28/03/2022 11:50,1049.5,0.25,
28/03/2022 11:51,1050.25,0.75,
28/03/2022 11:52,1051.25,1,
28/03/2022 11:53,1054.25,3,
28/03/2022 11:54,1054.5,0.25,
28/03/2022 11:55,1054,-0.5,
28/03/2022 11:56,1053.75,-0.25,
28/03/2022 11:57,1054.5,0.75,
28/03/2022 11:58,1055,0.5,
28/03/2022 11:59,1056,1,
28/03/2022 12:00,1055.5,-0.5,
28/03/2022 12:01,1056.75,1.25,
28/03/2022 12:02,1058.75,2,
28/03/2022 12:03,1058.75,0,
28/03/2022 12:04,1059.5,0.75,
28/03/2022 12:05,1061,1.5,
28/03/2022 12:06,1060.5,-0.5,
28/03/2022 12:07,1060.5,0,
28/03/2022 12:08,1060.25,-0.25,
28/03/2022 12:09,1060.75,0.5,
28/03/2022 12:10,1060.5,-0.25,
28/03/2022 12:11,1059.75,-0.75,
28/03/2022 12:12,1060,0.25,
28/03/2022 12:13,1058.5,-1.5,
28/03/2022 12:14,1058.75,0.25,
28/03/2022 12:15,1058.5,-0.25,
28/03/2022 12:16,1059,0.5,
28/03/2022 12:17,1058,-1,
28/03/2022 12:18,1058,0,
28/03/2022 12:19,1058.25,0.25,
28/03/2022 12:20,1058.25,0,
28/03/2022 12:21,1057.5,-0.75,
28/03/2022 12:22,1058,0.5,
28/03/2022 12:23,1057.25,-0.75,
28/03/2022 12:24,1058,0.75,
28/03/2022 12:25,1059,1,
28/03/2022 12:26,1059.5,0.5,
28/03/2022 12:27,1059,-0.5,
28/03/2022 12:28,1059,0,
28/03/2022 12:29,1060,1,
28/03/2022 12:30,1060.25,0.25,
28/03/2022 12:31,1060.25,0,
28/03/2022 12:32,1059.75,-0.5,
28/03/2022 12:33,1059.25,-0.5,
28/03/2022 12:34,1058,-1.25,
28/03/2022 12:35,1057.75,-0.25,
28/03/2022 12:36,1057.5,-0.25,
28/03/2022 12:37,1059.5,2,
28/03/2022 12:38,1059,-0.5,
28/03/2022 12:39,1059.25,0.25,
28/03/2022 12:40,1060,0.75,
28/03/2022 12:41,1060.25,0.25,
28/03/2022 12:42,1060.25,0,
28/03/2022 12:43,1060,-0.25,
28/03/2022 12:44,1060,0,
28/03/2022 12:45,1059,-1,
28/03/2022 12:46,1060,1,
28/03/2022 12:47,1060.25,0.25,
28/03/2022 12:48,1060,-0.25,
28/03/2022 12:49,1060.5,0.5,
28/03/2022 12:50,1059,-1.5,
28/03/2022 12:51,1058.75,-0.25,
28/03/2022 12:52,1055.25,-3.5,
28/03/2022 12:53,1055.75,0.5,
28/03/2022 12:54,1056.25,0.5,
28/03/2022 12:55,1056,-0.25,
28/03/2022 12:56,1055.75,-0.25,
28/03/2022 12:57,1056.75,1,
28/03/2022 12:58,1057.75,1,
28/03/2022 12:59,1058.25,0.5,
28/03/2022 13:00,1056.75,-1.5,
28/03/2022 13:01,1056.75,0,
28/03/2022 13:02,1057,0.25,
28/03/2022 13:03,1057.5,0.5,
28/03/2022 13:04,1057.75,0.25,
28/03/2022 13:05,1057.5,-0.25,
28/03/2022 13:06,1057.25,-0.25,
28/03/2022 13:07,1058,0.75,
28/03/2022 13:08,1056.75,-1.25,
28/03/2022 13:09,1057.75,1,
28/03/2022 13:10,1057.75,0,
28/03/2022 13:11,1059,1.25,
28/03/2022 13:12,1059,0,
28/03/2022 13:13,1059.5,0.5,
28/03/2022 13:14,1055.25,-4.25,
28/03/2022 13:15,1053.25,-2,
28/03/2022 13:16,1053.75,0.5,
28/03/2022 13:17,1051.25,-2.5,
28/03/2022 13:18,1051.25,0,
28/03/2022 13:19,1050.25,-1,
28/03/2022 19:00,1046,-4.25,
28/03/2022 19:01,1045.25,-0.75,
28/03/2022 19:02,1047.75,2.5,
28/03/2022 19:03,1047.5,-0.25,
28/03/2022 19:04,1048.25,0.75,
28/03/2022 19:05,1049,0.75,
28/03/2022 19:06,1052,3,
28/03/2022 19:07,1050.25,-1.75,
28/03/2022 19:08,1051.5,1.25,
28/03/2022 19:09,1051.75,0.25,
28/03/2022 19:10,1052,0.25,
28/03/2022 19:11,1052.25,0.25,
28/03/2022 19:12,1053,0.75,
28/03/2022 19:13,1053.5,0.5,
28/03/2022 19:14,1052,-1.5,
28/03/2022 19:16,1051.25,-0.75,
28/03/2022 19:17,1051.75,0.5,
28/03/2022 19:18,1052.5,0.75,
28/03/2022 19:19,1052.5,0,
28/03/2022 19:20,1053,0.5,
28/03/2022 19:21,1054.5,1.5,
28/03/2022 19:23,1053.25,-1.25,
28/03/2022 19:24,1052.5,-0.75,
28/03/2022 19:25,1052.25,-0.25,
28/03/2022 19:26,1052,-0.25,
28/03/2022 19:27,1051.75,-0.25,
28/03/2022 19:28,1051.5,-0.25,
28/03/2022 19:29,1051.75,0.25,
28/03/2022 19:30,1051.25,-0.5,
28/03/2022 19:31,1050,-1.25,
28/03/2022 19:33,1049.75,-0.25,
28/03/2022 19:34,1050,0.25,
28/03/2022 19:35,1050,0,
28/03/2022 19:36,1049.75,-0.25,
28/03/2022 19:37,1049.5,-0.25,
28/03/2022 19:38,1048.75,-0.75,
28/03/2022 19:39,1050,1.25,
28/03/2022 19:41,1048.75,-1.25,
28/03/2022 19:42,1049,0.25,
28/03/2022 19:43,1048,-1,
28/03/2022 19:44,1048.5,0.5,
28/03/2022 19:45,1049.25,0.75,
28/03/2022 19:46,1049,-0.25,
28/03/2022 19:47,1048.25,-0.75,
28/03/2022 19:48,1047.5,-0.75,
28/03/2022 19:49,1046,-1.5,
28/03/2022 19:50,1047,1,
28/03/2022 19:51,1047.75,0.75,
28/03/2022 19:52,1048,0.25,
28/03/2022 19:53,1046.5,-1.5,
28/03/2022 19:54,1046.75,0.25,
28/03/2022 19:55,1047,0.25,
28/03/2022 19:56,1047.5,0.5,
28/03/2022 19:57,1047.5,0,
28/03/2022 19:58,1048,0.5,
28/03/2022 20:00,1047.25,-0.75,
28/03/2022 20:01,1048.5,1.25,
28/03/2022 20:02,1048.25,-0.25,
28/03/2022 20:03,1047.75,-0.5,
28/03/2022 20:04,1047.75,0,
28/03/2022 20:05,1047,-0.75,
28/03/2022 20:07,1047.75,0.75,
28/03/2022 20:10,1048,0.25,
28/03/2022 20:11,1048,0,
28/03/2022 20:12,1047.5,-0.5,
28/03/2022 20:13,1048.5,1,
28/03/2022 20:14,1048,-0.5,
28/03/2022 20:16,1048.25,0.25,
28/03/2022 20:19,1049,0.75,
28/03/2022 20:20,1048.5,-0.5,
28/03/2022 20:21,1049.5,1,
28/03/2022 20:22,1048.5,-1,
28/03/2022 20:25,1048.5,0,
28/03/2022 20:33,1047.75,-0.75,
28/03/2022 20:34,1047.25,-0.5,
28/03/2022 20:35,1046.25,-1,
28/03/2022 20:36,1045.75,-0.5,
28/03/2022 20:37,1045.75,0,
28/03/2022 20:38,1046.25,0.5,
28/03/2022 20:40,1046.75,0.5,
28/03/2022 20:41,1046.5,-0.25,
28/03/2022 20:42,1045.25,-1.25,
28/03/2022 20:44,1045,-0.25,
28/03/2022 20:45,1045.5,0.5,
28/03/2022 20:46,1046.25,0.75,
28/03/2022 20:47,1045.75,-0.5,
28/03/2022 20:48,1047,1.25,
28/03/2022 20:49,1046.25,-0.75,
28/03/2022 20:50,1046,-0.25,
28/03/2022 20:51,1046,0,
28/03/2022 20:52,1046,0,
28/03/2022 20:54,1046,0,
28/03/2022 20:55,1046.25,0.25,
28/03/2022 20:57,1046,-0.25,
28/03/2022 20:58,1046,0,
28/03/2022 20:59,1045.5,-0.5,
28/03/2022 21:01,1046.25,0.75,
28/03/2022 21:02,1046,-0.25,
28/03/2022 21:03,1045.5,-0.5,
28/03/2022 21:04,1044.75,-0.75,
28/03/2022 21:05,1045.25,0.5,
28/03/2022 21:06,1045.5,0.25,
28/03/2022 21:07,1045.5,0,
28/03/2022 21:09,1044.75,-0.75,
28/03/2022 21:10,1044,-0.75,
28/03/2022 21:12,1043.5,-0.5,
28/03/2022 21:13,1043.75,0.25,
28/03/2022 21:14,1044.75,1,
28/03/2022 21:17,1044,-0.75,
28/03/2022 21:18,1043.75,-0.25,
28/03/2022 21:19,1045,1.25,
28/03/2022 21:20,1045,0,
28/03/2022 21:22,1044.5,-0.5,
