Symbol: BB,,,,,,Study: VOL,
Date Time,Open,High,Low,Close,Change,Volume,Open Interest
4/04/2022 9:00,6.8,6.88,6.68,6.88,0.131,1598800,
4/04/2022 10:00,6.8787,6.95,6.86,6.925,0.045,2105380,
4/04/2022 11:00,6.92,7,6.91,7,0.075,931897,
4/04/2022 12:00,7,7.01,6.935,6.9902,-0.0098,763594,
4/04/2022 13:00,6.995,7.04,6.9628,6.985,-0.0052,826651,
4/04/2022 14:00,6.9809,7.035,6.9315,7.02,0.035,752605,
4/04/2022 15:00,7.0227,7.06,7,7.055,0.035,1521360,
5/04/2022 9:00,7.03,7.0981,6.95,7,-0.055,997092,
5/04/2022 10:00,7.0094,7.05,6.9,6.9721,-0.0279,1236145,
5/04/2022 11:00,6.97,7.03,6.95,6.955,-0.0171,933674,
5/04/2022 12:00,6.955,7,6.91,6.9933,0.0383,916782,
5/04/2022 13:00,6.995,7.08,6.98,7.077,0.0837,1046114,
5/04/2022 14:00,7.075,7.18,7.055,7.13,0.053,1155801,
5/04/2022 15:00,7.13,7.14,7.065,7.115,-0.015,1890674,
6/04/2022 9:00,6.93,7.02,6.89,6.9,-0.215,937675,
6/04/2022 10:00,6.89,7,6.825,6.9442,0.0442,1287862,
6/04/2022 11:00,6.94,6.97,6.88,6.905,-0.0392,820453,
6/04/2022 12:00,6.905,6.92,6.85,6.8549,-0.0501,506373,
6/04/2022 13:00,6.855,7,6.85,6.97,0.1151,738943,
6/04/2022 14:00,6.97,7.025,6.845,6.985,0.015,1068181,
6/04/2022 15:00,6.99,7.005,6.88,6.92,-0.065,1223735,
7/04/2022 9:00,6.88,6.935,6.7505,6.835,-0.085,786733,
7/04/2022 10:00,6.84,6.8499,6.71,6.7241,-0.1109,829910,
7/04/2022 11:00,6.728,6.75,6.625,6.655,-0.0691,1006360,
7/04/2022 12:00,6.655,6.685,6.6,6.6428,-0.0122,751377,
7/04/2022 13:00,6.6415,6.7493,6.64,6.735,0.0922,857117,
7/04/2022 14:00,6.74,6.79,6.71,6.775,0.04,694324,
7/04/2022 15:00,6.775,6.83,6.765,6.775,0,1354433,
8/04/2022 9:00,6.79,6.83,6.71,6.745,-0.03,551008,
8/04/2022 10:00,6.748,6.985,6.7304,6.98,0.235,1104455,
8/04/2022 11:00,6.98,7.01,6.92,6.9678,-0.0122,1025298,
8/04/2022 12:00,6.965,6.98,6.91,6.94,-0.0278,436049,
8/04/2022 13:00,6.94,6.94,6.8217,6.85,-0.09,403563,
8/04/2022 14:00,6.85,6.86,6.795,6.8268,-0.0232,457582,
8/04/2022 15:00,6.829,6.855,6.77,6.79,-0.0368,1142765,
Downloaded from Barchart.com as of 04-09-2022 07:40pm CDT,,,,,,,
