Symbol: GME,,,,,,Study: VOL,
Date Time,Open,High,Low,Close,Change,Volume,Open Interest
4/04/2022 9:00,166.98,168.105,159.32,162.32,-2.51,555897,
4/04/2022 10:00,162.085,162.9999,156.51,161.16,-1.16,568312,
4/04/2022 11:00,161.05,169.25,161,167.41,6.25,592383,
4/04/2022 12:00,167.25,168.9699,165.03,168.24,0.83,293195,
4/04/2022 13:00,168.33,171.77,167.561,169.82,1.58,377254,
4/04/2022 14:00,169.36,170.45,167.311,169.58,-0.24,204024,
4/04/2022 15:00,169.4594,173.24,167.56,170.62,1.04,630459,
5/04/2022 9:00,168,168.43,162.6,163.9175,-6.7025,414990,
5/04/2022 10:00,164.0431,164.2499,158.86,160,-3.9175,530010,
5/04/2022 11:00,159.7,160.989,155.7,156.5104,-3.4896,420334,
5/04/2022 12:00,156.3826,158.0494,154.1,158.0494,1.539,308894,
5/04/2022 13:00,158.06,159.32,155.2,155.53,-2.5194,235931,
5/04/2022 14:00,155.5,156.92,154,154.2738,-1.2562,270713,
5/04/2022 15:00,154.44,154.67,152,153.685,-0.5888,455436,
6/04/2022 9:00,151.01,157.68,149.7,155.22,1.535,626432,
6/04/2022 10:00,155.09,159.2873,151.5,153.33,-1.89,797731,
6/04/2022 11:00,153.3122,155.5496,152.38,153.945,0.615,244447,
6/04/2022 12:00,153.9,154.31,151.11,151.1277,-2.8173,175805,
6/04/2022 13:00,151.255,155.49,151.01,154.2521,3.1244,229181,
6/04/2022 14:00,154,157,151.32,156.8137,2.5616,316689,
6/04/2022 15:00,156.6812,158.61,154.7787,156.205,-0.6087,337101,
7/04/2022 9:00,154.11,156.7,150.01,151.64,-4.565,323639,
7/04/2022 10:00,151.9341,152.4714,144.11,146.03,-5.61,652192,
7/04/2022 11:00,145.85,147.08,141.57,145.9784,-0.0516,476970,
7/04/2022 12:00,145.8101,148.27,143.6001,145.38,-0.5984,295728,
7/04/2022 13:00,145.28,149.1,144.89,148.7,3.32,307461,
7/04/2022 14:00,148.89,151.105,147.18,150.85,2.15,252885,
7/04/2022 15:00,150.665,152.85,149.36,150.21,-0.64,384830,
8/04/2022 9:00,149.09,149.11,142.5,143,-7.21,328379,
8/04/2022 10:00,142.9999,148.92,142.03,147.2313,4.2313,508067,
8/04/2022 11:00,147.405,149.87,146.2867,147.26,0.0287,184643,
8/04/2022 12:00,147.35,150.7106,146.78,149.47,2.21,183395,
8/04/2022 13:00,149.34,149.38,147.7,148.91,-0.56,115136,
8/04/2022 14:00,148.75,149.75,148.23,149.58,0.67,165332,
8/04/2022 15:00,149.4863,150.2494,145.44,146.51,-3.07,323131,
Downloaded from Barchart.com as of 04-09-2022 07:43pm CDT,,,,,,,
